geneID,Gene_name,Chr,Start,End,Gene_length
FBgn0066101,LpR1,3R,25741348,25763105,21757
FBgn0051092,LpR2,3R,25698727,25740465,41738
FBgn0039360,CLS,3R,25685236,25687370,2134
FBgn0039359,RpL27,3R,25683623,25685051,1428
FBgn0039357,CG4743,3R,25679242,25680550,1308
FBgn0039355,CG4730,3R,25677072,25678682,1610
FBgn0028717,Lnk,3R,25888542,25893270,4728
FBgn0039385,CG5913,3R,25893495,25895026,1531
FBgn0039386,Sodq,3R,25895822,25897174,1352
FBgn0039398,CG14540,3R,25959279,25961686,2407
FBgn0000206,boss,3R,25961994,25966948,4954
FBgn0002732,E(spl)malpha-BFM,3R,26010893,26011568,675
FBgn0002578,Kaz-m1,3R,26014721,26016487,1766
FBgn0002609,E(spl)m3-HLH,3R,26021823,26023127,1304
FBgn0002633,E(spl)m7-HLH,3R,26037038,26038019,981
FBgn0001139,gro,3R,26041736,26049911,8175
FBgn0039402,Vps2,3R,26052821,26054128,1307
FBgn0039404,CG14543,3R,26056630,26057350,720
FBgn0039407,Trmt61,3R,26059496,26061293,1797
FBgn0039411,dysf,3R,26076592,26098711,22119
FBgn0039406,RpL34a,3R,26058420,26059267,847
FBgn0039405,PIG-P,3R,26057347,26058223,876
FBgn0039403,Sld5,3R,26055657,26056547,890
FBgn0028833,Cmpk,3R,26054237,26055438,1201
FBgn0002592,E(spl)m2-BFM,3R,26016514,26017470,956
FBgn0002733,E(spl)mbeta-HLH,3R,26005046,26006023,977
FBgn0039413,CG14556,3R,26126659,26127868,1209
FBgn0039415,CG6142,3R,26133154,26137148,3994
FBgn0051323,CG31323,3R,26170847,26187307,16460
FBgn0051086,CG31086,3R,26185251,26186227,976
FBgn0039419,CG12290,3R,26230248,26234700,4452
FBgn0039420,CG6154,3R,26262662,26277050,14388
FBgn0000064,Ald1,3R,26254069,26261591,7522
FBgn0039417,CG6073,3R,26187018,26188807,1789
FBgn0039425,Ald2,3R,26414088,26416192,2104
FBgn0051084,asRNA:CR31084,3R,26425354,26428408,3054
FBgn0042710,Hex-t2,3R,26450671,26452327,1656
FBgn0039427,CG5447,3R,26452534,26454585,2051
FBgn0039429,CG14238,3R,26458249,26460981,2732
FBgn0039430,CG5455,3R,26461527,26470008,8481
FBgn0039431,plum,3R,26470078,26535217,65139
FBgn0023178,Pdf,3R,26455462,26456141,679
FBgn0039424,ppk15,3R,26401909,26403656,1747
FBgn0039421,Nil,3R,26344290,26345473,1183
FBgn0040607,CG14244,3R,26726133,26726681,548
FBgn0039451,CG6420,3R,26719847,26725216,5369
FBgn0039449,CG6425,3R,26715165,26717389,2224
FBgn0023179,amon,3R,26697697,26714159,16462
FBgn0039459,IntS12,3R,26863376,26864559,1183
FBgn0001197,His2Av,3R,26866929,26869220,2291
FBgn0039461,CG5500,3R,26876630,26880459,3829
FBgn0004359,T48,3R,26881734,26910997,29263
FBgn0039462,CG14252,3R,26945534,26947248,1714
FBgn0039463,Spag1,3R,26947830,26949682,1852
FBgn0039466,CG5521,3R,26966930,26977878,10948
FBgn0039467,CG14253,3R,26978541,26985706,7165
FBgn0051077,CG31077,3R,26999752,27002961,3209
FBgn0039471,CG6295,3R,27005899,27007055,1156
FBgn0051076,CG31076,3R,26989035,26989852,817
FBgn0051075,CG31075,3R,26985624,26988517,2893
FBgn0039465,Tsp97E,3R,26961064,26964817,3753
FBgn0039464,CG6330,3R,26949692,26958491,8799
FBgn0004510,Ets97D,3R,26910775,26912886,2111
FBgn0003267,ro,3R,26876771,26881171,4400
FBgn0026562,SPARC,3R,26869238,26871995,2757
FBgn0027889,ball,3R,26864605,26866807,2202
FBgn0004842,RYa-R,3R,26996980,27057935,60955
FBgn0029170,TwdlT,3R,27049220,27051004,1784
FBgn0039479,CG14257,3R,27075870,27082818,6948
FBgn0039482,CG14258,3R,27093143,27094224,1081
FBgn0039483,CG14259,3R,27094533,27095856,1323
FBgn0039485,Jhbp11,3R,27101230,27102917,1687
FBgn0027574,CG5815,3R,27112566,27115126,2560
FBgn0039489,CG5880,3R,27116745,27118532,1787
FBgn0039490,CG5882,3R,27118646,27121590,2944
FBgn0029155,Men-b,3R,27151662,27157603,5941
FBgn0039494,grass,3R,27157948,27159781,1833
FBgn0039495,CG5909,3R,27161158,27162911,1753
FBgn0003482,spn-D,3R,27165716,27167122,1406
FBgn0051068,CG31068,3R,27233698,27236360,2662
FBgn0005696,PolA2,3R,27239163,27241228,2065
FBgn0042111,CG18766,3R,27242335,27245249,2914
FBgn0051064,CG31064,3R,27229505,27239085,9580
FBgn0004197,Ser,3R,27172090,27194267,22177
FBgn0039492,CG6051,3R,27124759,27151069,26310
FBgn0039491,CG6059,3R,27121618,27124688,3070
FBgn0039488,CG6066,3R,27115152,27116707,1555
FBgn0039487,gb,3R,27108467,27112270,3803
FBgn0039486,CAH9,3R,27102988,27106184,3196
FBgn0039481,Cpr97Eb,3R,27089704,27091130,1426
FBgn0039480,Cpr97Ea,3R,27083130,27087778,4648
FBgn0003495,spz,3R,27064990,27070070,5080
FBgn0039478,Nep5,3R,27057908,27064199,6291
FBgn0011289,TfIIA-L,3R,27251112,27256463,5351
FBgn0039504,CG14260,3R,27265457,27266423,966
FBgn0039505,CG5934,3R,27273705,27274565,860
FBgn0046247,CG5938,3R,27274794,27277418,2624
FBgn0039508,CG3368,3R,27283780,27287448,3668
FBgn0015737,Hmu,3R,27288769,27291592,2823
FBgn0016061,side,3R,27375088,27437482,62394
FBgn0039511,CG3330,3R,27329693,27330882,1189
FBgn0039510,CG3339,3R,27294286,27322325,28039
FBgn0040609,CG3348,3R,27291535,27292209,674
FBgn0039509,bigmax,3R,27287366,27288526,1160
FBgn0039507,mrt,3R,27277249,27282661,5412
FBgn0002441,l(3)mbt,3R,27266326,27273273,6947
FBgn0010328,woc,3R,27256595,27264055,7460
FBgn0010441,pll,3R,27251131,27253182,2051
FBgn0039501,TTLL6B,3R,27248234,27251007,2773
FBgn0039500,CG5984,3R,27246403,27247992,1589
FBgn0039518,CG13978,3R,27464189,27467080,2891
FBgn0039520,Gr98a,3R,27487927,27489968,2041
FBgn0039523,CG12885,3R,27520866,27533934,13068
FBgn0046887,Gr98b,3R,27542497,27543888,1391
FBgn0046885,Gr98d,3R,27546052,27547462,1410
FBgn0040080,pins,3R,27582840,27586376,3536
FBgn0039528,dsd,3R,27597563,27607396,9833
FBgn0039527,CG5639,3R,27586474,27596130,9656
FBgn0027492,wdb,3R,27561675,27582241,20566
FBgn0039525,CG5646,3R,27559379,27561319,1940
FBgn0004387,Klp98A,3R,27547775,27559145,11370
FBgn0005659,Ets98B,3R,27736538,27748366,11828
FBgn0039552,CG12426,3R,27871501,27872390,889
FBgn0039555,mRpS22,3R,27916908,27918248,1340
FBgn0003279,RpL4,3R,27922821,27924888,2067
FBgn0027579,mino,3R,27925191,27933077,7886
FBgn0039560,BOD1,3R,27938245,27942778,4533
FBgn0039562,Gp93,3R,27948711,27952151,3440
FBgn0039564,Nep7,3R,27954917,27957326,2409
FBgn0051054,CR31054,3R,27960768,27961476,708
FBgn0039566,CG4849,3R,27963415,27966958,3543
FBgn0039568,CG4815,3R,27989699,27990751,1052
FBgn0003890,betaTub97EF,3R,27967008,27988384,21376
FBgn0039565,CG4884,3R,27957356,27959245,1889
FBgn0039563,CG4951,3R,27952051,27954112,2061
FBgn0039561,mfrn,3R,27942796,27948021,5225
FBgn0039559,NSD,3R,27932982,27937853,4871
FBgn0051053,nenya,3R,27927357,27928174,817
FBgn0039558,BCAS2,3R,27921283,27922356,1073
FBgn0039557,CG12259,3R,27919844,27921089,1245
FBgn0053213,Boh1,3R,27918182,27919460,1278
FBgn0039554,CG5003,3R,27913777,27916516,2739
FBgn0002865,Mst98Ca,3R,28291338,28292656,1318
FBgn0004171,Mst98Cb,3R,28292798,28293863,1065
FBgn0039581,Moca-cyp,3R,28340334,28345169,4835
FBgn0039584,beat-VI,3R,28418208,28474814,56606
FBgn0013813,Dhc98D,3R,28486953,28519398,32445
FBgn0039588,mIF2,3R,28542274,28544817,2543
FBgn0003137,Ppn,3R,28520665,28540324,19659
FBgn0051051,CG31051,3R,28519548,28520515,967
FBgn0039580,Gfat2,3R,28337019,28339765,2746
FBgn0001215,Hrb98DE,3R,28599834,28605777,5943
FBgn0039589,CG9986,3R,28606079,28608372,2293
FBgn0039593,Sid,3R,28670704,28672021,1317
FBgn0039594,snu,3R,28675041,28695939,20898
FBgn0027655,htt,3R,28696242,28734816,38574
FBgn0039595,AstA-R2,3R,28737109,28744782,7673
FBgn0039590,CG10011,3R,28607939,28635099,27160
FBgn0026400,Noa36,3R,28598059,28599288,1229
FBgn0000659,fkh,3R,28580976,28585264,4288
FBgn0039600,Prp39,3R,28812102,28817354,5252
FBgn0039602,CG1647,3R,28820221,28824508,4287
FBgn0039609,Nepl17,3R,28872905,28875031,2126
FBgn0039611,Nepl18,3R,28875621,28877805,2184
FBgn0039613,Nepl20,3R,28880792,28882945,2153
FBgn0027578,Nepl21,3R,28883693,28886015,2322
FBgn0039616,CG11828,3R,28923044,28925086,2042
FBgn0039623,CG1951,3R,29027236,29030938,3702
FBgn0041780,Ssl2,3R,29030951,29032642,1691
FBgn0039622,eIF4E6,3R,29026439,29027174,735
FBgn0039620,wat,3R,28992977,29020406,27429
FBgn0039617,DIP-gamma,3R,28925004,28970372,45368
FBgn0053203,CG33203,3R,28870606,28887709,17103
FBgn0039612,Nepl19,3R,28878024,28880122,2098
FBgn0015589,Apc,3R,28832301,28844748,12447
FBgn0024273,WASp,3R,28824506,28832024,7518
FBgn0039601,CG1523,3R,28817342,28819668,2326
FBgn0005642,wdn,3R,28807983,28811337,3354
FBgn0027873,Cpsf100,3R,29034573,29037062,2489
FBgn0003093,Pkc98E,3R,29039156,29049148,9992
FBgn0039627,CG11837,3R,29049493,29050721,1228
FBgn0039628,CG11841,3R,29051056,29052267,1211
FBgn0039629,CG11842,3R,29052680,29053913,1233
FBgn0039630,CG11843,3R,29054347,29055837,1490
FBgn0039631,Sirt7,3R,29055927,29059204,3277
FBgn0039633,Bicra,3R,29063040,29108948,45908
FBgn0039635,Pdhb,3R,29113071,29116197,3126
FBgn0039636,Atg14,3R,29116391,29118390,1999
FBgn0039637,Ctl2,3R,29123370,29128247,4877
FBgn0028671,Vha100-1,3R,29131193,29137980,6787
FBgn0039640,superdeath,3R,29138662,29145787,7125
FBgn0028692,Rpn2,3R,29153524,29157255,3731
FBgn0039644,rdog,3R,29158122,29164966,6844
FBgn0039645,CG11898,3R,29165643,29171508,5865
FBgn0014427,CG11899,3R,29200454,29201770,1316
FBgn0051044,lncRNA:CR31044,3R,29214562,29219667,5105
FBgn0029176,eEF1gamma,3R,29220172,29222109,1937
FBgn0039654,Brd8,3R,29223485,29226276,2791
FBgn0028476,Usp1,3R,29229161,29235302,6141
FBgn0003525,stg,3R,29251826,29255800,3974
FBgn0051445,CG31445,3R,29240580,29244827,4247
FBgn0051427,CR31427,3R,29238830,29240308,1478
FBgn0039656,CG11951,3R,29235322,29238723,3401
FBgn0039655,CG14507,3R,29226204,29227725,1521
FBgn0062442,Cisd2,3R,29222217,29223428,1211
FBgn0039651,Cyt-c1L,3R,29202660,29204133,1473
FBgn0039650,Mesh1,3R,29201756,29202525,769
FBgn0039647,jus,3R,29171191,29194994,23803
FBgn0041186,Slbp,3R,29152074,29153266,1192
FBgn0041588,eIF2D,3R,29149896,29151794,1898
FBgn0039642,CG11882,3R,29147016,29148172,1156
FBgn0039641,CG14511,3R,29145678,29146893,1215
FBgn0039639,Alg13,3R,29137970,29138573,603
FBgn0039638,dgt6,3R,29128584,29130972,2388
FBgn0005596,yem,3R,29118330,29122879,4549
FBgn0039634,alpha-Man-Ib,3R,29109053,29112822,3769
FBgn0039626,Slu7,3R,29037058,29039071,2013
FBgn0039625,beta4GalNAcTB,3R,29032660,29034008,1348
FBgn0039664,CG2006,3R,29489468,29491383,1915
FBgn0039666,Diedel,3R,29493852,29494267,415
FBgn0039667,FipoQ,3R,29494782,29498923,4141
FBgn0039668,Trc8,3R,29499025,29503797,4772
FBgn0039665,CG2310,3R,29491524,29493518,1994
FBgn0040623,Spase12,3R,29490544,29491150,606
FBgn0039663,CG2321,3R,29484783,29489265,4482
FBgn0015622,Cnx99A,3R,29315254,29319644,4390
FBgn0000492,Dr,3R,29556386,29565244,8858
FBgn0039674,CG1907,3R,29619065,29620758,1693
FBgn0039677,ppk30,3R,29669149,29671478,2329
FBgn0039678,Obp99a,3R,29671657,29672334,677
FBgn0039679,ppk19,3R,29672456,29674223,1767
FBgn0039680,Cap-D2,3R,29675651,29680257,4606
FBgn0013972,Gycalpha99B,3R,29682503,29685758,3255
FBgn0039683,dmrt99B,3R,29692591,29697025,4434
FBgn0039684,Obp99d,3R,29714505,29715004,499
FBgn0039686,CG15506,3R,29718663,29722388,3725
FBgn0024841,Pcd,3R,29723163,29724226,1063
FBgn0042213,CG18731,3R,29725027,29725690,663
FBgn0039688,Kul,3R,29725830,29735360,9530
FBgn0039687,Naa40,3R,29724159,29724950,791
FBgn0039685,Obp99b,3R,29716254,29716896,642
FBgn0039682,Obp99c,3R,29685736,29689311,3575
FBgn0039681,CG7582,3R,29680241,29682278,2037
FBgn0025457,Bub3,3R,29674007,29675421,1414
FBgn0039673,CG7568,3R,29598670,29600862,2192
FBgn0039670,CG7567,3R,29587237,29588104,867
FBgn0039689,CIA30,3R,29736965,29738070,1105
FBgn0039690,Gnpnat,3R,29738275,29741952,3677
FBgn0039691,IntS11,3R,29745337,29747513,2176
FBgn0019972,Drice,3R,29799658,29801584,1926
FBgn0039698,CG7789,3R,29803196,29804389,1193
FBgn0000247,ca,3R,29806811,29815047,8236
FBgn0039704,neo,3R,29819131,29825800,6669
FBgn0039707,Prtl99C,3R,29835950,29837447,1497
FBgn0039709,Cad99C,3R,29841657,29854699,13042
FBgn0051038,CG31038,3R,29877059,29903231,26172
FBgn0039719,CG15515,3R,29905464,29906448,984
FBgn0051036,CG31036,3R,29908107,29912892,4785
FBgn0003357,Jon99Ciii,3R,29922216,29923455,1239
FBgn0039723,CG15522,3R,29927255,29928766,1511
FBgn0039727,Vps13B,3R,29935978,29948207,12229
FBgn0004622,TkR99D,3R,29950796,29969447,18651
FBgn0039726,eIF2Balpha,3R,29934582,29935888,1306
FBgn0051040,Cog7,3R,29930551,29933057,2506
FBgn0051202,alpha-Man-Ic,3R,29928701,29930386,1685
FBgn0003358,Jon99Ci,3R,29925226,29926189,963
FBgn0003356,Jon99Cii,3R,29923754,29924615,861
FBgn0003861,trp,3R,29914521,29920289,5768
FBgn0039722,Capa,3R,29912991,29914346,1355
FBgn0039712,CG15514,3R,29860055,29861494,1439
FBgn0051032,CR31032,3R,29859041,29859865,824
FBgn0039710,dgt1,3R,29854695,29857491,2796
FBgn0039705,Atg16,3R,29827281,29835101,7820
FBgn0039703,CG7829,3R,29816738,29817764,1026
FBgn0039702,Vps16B,3R,29814921,29816451,1530
FBgn0002924,ncd,3R,29804290,29807127,2837
FBgn0039697,Etfb,3R,29801599,29802945,1346
FBgn0039696,Rnb,3R,29795697,29799354,3657
FBgn0039694,fig,3R,29779273,29780452,1179
FBgn0020235,ATPsyngamma,3R,29747704,29749163,1459
FBgn0027518,Wdr24,3R,29741972,29745092,3120
FBgn0027583,CG7601,3R,29735269,29736745,1476
FBgn0039728,CG7896,3R,29983426,29990785,7359
FBgn0039731,Sas-6,3R,29995357,29997034,1677
FBgn0039733,CG11504,3R,29997900,29999755,1855
FBgn0039734,Tace,3R,30000530,30003678,3148
FBgn0016685,Nlp,3R,30004785,30010352,5567
FBgn0026597,Axn,3R,30022842,30035311,12469
FBgn0003511,Sry-beta,3R,30039719,30043071,3352
FBgn0003510,Sry-alpha,3R,30039719,30043071,3352
FBgn0003512,Sry-delta,3R,30043341,30044886,1545
FBgn0039741,CG7943,3R,30046470,30048665,2195
FBgn0039743,Jasper,3R,30052514,30054697,2183
FBgn0260468,CG7950,3R,30056859,30058131,1272
FBgn0039748,CG15529,3R,30152059,30153699,1640
FBgn0039752,CG15530,3R,30177877,30180178,2301
FBgn0039756,CG9743,3R,30196360,30202998,6638
FBgn0039755,CG15531,3R,30194790,30196228,1438
FBgn0039754,CG9747,3R,30185423,30191252,5829
FBgn0039751,CG1983,3R,30175786,30177700,1914
FBgn0051028,Rsod,3R,30166631,30171207,4576
FBgn0051030,VhaAC45RP,3R,30164692,30166419,1727
FBgn0039749,CG11498,3R,30153022,30160473,7451
FBgn0039747,AdoR,3R,30134856,30149606,14750
FBgn0051029,CG31029,3R,30129279,30132395,3116
FBgn0051025,Ppi1,3R,30125633,30129119,3486
FBgn0003479,spn-A,3R,30054696,30056037,1341
FBgn0039742,CG15528,3R,30048635,30052112,3477
FBgn0002626,RpL32,3R,30045229,30046161,932
FBgn0001280,janA,3R,30038622,30039533,911
FBgn0001281,janB,3R,30037984,30038728,744
FBgn0041102,ocn,3R,30037003,30037730,727
FBgn0039740,ZIPIC,3R,30035240,30036870,1630
FBgn0039737,CG7920,3R,30010476,30015284,4808
FBgn0039735,Nph,3R,30003681,30004861,1180
FBgn0039732,CG15525,3R,29996961,29997676,715
FBgn0039730,CG7903,3R,29993475,29995231,1756
FBgn0000032,Acph-1,3R,29991144,29993411,2267
FBgn0000279,CecC,3R,30216484,30216938,454
FBgn0010113,heca,3R,30277932,30372382,94450
FBgn0015221,Fer2LCH,3R,30387804,30390584,2780
FBgn0039765,mRpS18C,3R,30423974,30424556,582
FBgn0039767,CG2218,3R,30425427,30428276,2849
FBgn0039766,CG15536,3R,30424499,30425162,663
FBgn0039764,CG15535,3R,30423032,30423929,897
FBgn0027544,CG2217,3R,30418767,30422971,4204
FBgn0015222,Fer1HCH,3R,30385573,30388178,2605
FBgn0039759,CG9733,3R,30243978,30246703,2725
FBgn0039758,CG9737,3R,30241268,30243312,2044
FBgn0039774,CDase,3R,30459521,30465736,6215
FBgn0039776,PH4alphaEFB,3R,30466050,30485799,19749
FBgn0260440,spdo,3R,30476684,30478849,2165
FBgn0039778,Jon99Fi,3R,30488963,30489895,932
FBgn0039779,PH4alphaSG2,3R,30490074,30491987,1913
FBgn0039782,CG15539,3R,30505987,30507977,1990
FBgn0039784,CG9698,3R,30514777,30516980,2203
FBgn0082582,tmod,3R,30532607,30578905,46298
FBgn0039787,CG9702,3R,30579429,30582117,2688
FBgn0051019,CG31019,3R,30597004,30599296,2292
FBgn0039792,CG2267,3R,30627241,30629028,1787
FBgn0039790,CG2246,3R,30592971,30601489,8518
FBgn0039789,CG9717,3R,30584020,30587302,3282
FBgn0039788,Rpt6R,3R,30582198,30583697,1499
FBgn0027654,jdp,3R,30517059,30527037,9978
FBgn0051371,CG31371,3R,30501124,30503506,2382
FBgn0039780,PH4alphaNE1,3R,30496751,30500326,3575
FBgn0026190,PH4alphaMP,3R,30491813,30496153,4340
FBgn0039777,Jon99Fii,3R,30487016,30487928,912
FBgn0039773,CG2224,3R,30456441,30459300,2859
FBgn0028646,aralar1,3R,30445635,30455867,10232
FBgn0039771,Osi23,3R,30444076,30445046,970
FBgn0039770,CG15537,3R,30435177,30443599,8422
FBgn0039797,eIF4H2,3R,30726087,30728052,1965
FBgn0039799,CG15543,3R,30742880,30744474,1594
FBgn0039802,dj-1beta,3R,30807117,30807978,861
FBgn0027598,cindr,3R,30808617,30827005,18388
FBgn0039804,CG15544,3R,30827819,30842034,14215
FBgn0039805,Cpr100A,3R,30867521,30869184,1663
FBgn0015032,Cyp4c3,3R,30894038,30900688,6650
FBgn0000416,Sap-r,3R,30883464,30889062,5598
FBgn0039809,CG15547,3R,30881792,30883503,1711
FBgn0039808,CG12071,3R,30877084,30881027,3943
FBgn0039807,CG15546,3R,30874365,30876186,1821
FBgn0039806,CG15545,3R,30870939,30872351,1412
FBgn0011739,wts,3R,30789625,30806619,16994
FBgn0039801,Npc2h,3R,30745479,30746290,811
FBgn0039800,Npc2g,3R,30744605,30745263,658
FBgn0039798,CG11313,3R,30729837,30731165,1328
FBgn0000274,Pka-C2,3R,30695537,30697138,1601
FBgn0039796,CG12069,3R,30693572,30695498,1926
FBgn0010015,CanA1,3R,31039374,31046821,7447
FBgn0016123,Alp4,3R,31048929,31052540,3611
FBgn0024288,Sox100B,3R,31065253,31083407,18154
FBgn0039820,CG15554,3R,31126149,31127335,1186
FBgn0039821,Ktch,3R,31127965,31130666,2701
FBgn0039818,Mayo,3R,31106362,31109191,2829
FBgn0039816,CG11317,3R,31090712,31097321,6609
FBgn0002413,dco,3R,31054085,31061210,7125
FBgn0010808,Chchd3,3R,31052616,31053915,1299
FBgn0004573,5-HT7,3R,30968236,31016875,48639
FBgn0051008,CG31008,3R,30989478,30990006,528
FBgn0039811,CG15550,3R,30936589,30937102,513
FBgn0013973,Gycbeta100B,3R,31134392,31178278,43886
FBgn0039827,CG1544,3R,31196916,31203722,6806
FBgn0039828,CG1542,3R,31213458,31214784,1326
FBgn0039831,CG12054,3R,31220702,31231259,10557
FBgn0039835,mRpL32,3R,31252872,31253686,814
FBgn0040629,CAH5,3R,31262598,31263878,1280
FBgn0039839,ppk24,3R,31265730,31268511,2781
FBgn0039836,CG1750,3R,31253659,31254900,1241
FBgn0051005,qless,3R,31236035,31252608,16573
FBgn0039830,ATPsynC,3R,31216145,31219630,3485
FBgn0046696,RNaseP:RNA,3R,31217364,31217662,298
FBgn0039829,CG15561,3R,31214776,31215942,1166
FBgn0061476,Zwilch,3R,31210966,31213376,2410
FBgn0051004,mesh,3R,31178389,31195762,17373
FBgn0046332,gskt,3R,31372427,31374198,1771
FBgn0039844,CG1607,3R,31382109,31391893,9784
FBgn0019990,Gcn2,3R,31395660,31402013,6353
FBgn0039850,CG11333,3R,31463301,31464134,833
FBgn0039851,mey,3R,31499235,31506992,7757
FBgn0039852,nyo,3R,31543032,31566165,23133
FBgn0028968,gammaCOP,3R,31572143,31575707,3564
FBgn0003268,rod,3R,31580951,31588244,7293
FBgn0039854,CG1635,3R,31588673,31590392,1719
FBgn0039855,CG1638,3R,31590581,31592316,1735
FBgn0039856,CG1774,3R,31592803,31594719,1916
FBgn0039858,CycG,3R,31596642,31612664,16022
FBgn0039857,RpL6,3R,31594792,31596204,1412
FBgn0043900,pygo,3R,31575835,31580699,4864
FBgn0039849,CG11334,3R,31459822,31463037,3215
FBgn0039848,Loxl1,3R,31458380,31459869,1489
FBgn0039846,PNPase,3R,31401560,31405452,3892
FBgn0051204,CG31204,3R,31391894,31393527,1633
FBgn0039860,CG1792,3R,31616303,31617837,1534
FBgn0039861,pasha,3R,31617977,31622217,4240
FBgn0039862,kek6,3R,31622136,31664646,42510
FBgn0039863,Zmynd8,3R,31669465,31677971,8506
FBgn0003870,ttk,3R,31713867,31735392,21525
FBgn0039868,CG11563,3R,31737035,31737999,964
FBgn0000557,eEF1alpha2,3R,31738468,31743306,4838
FBgn0039869,Tbca,3R,31743490,31744248,758
FBgn0039870,CG1896,3R,31744282,31745178,896
FBgn0022349,CG1910,3R,31747643,31751894,4251
FBgn0039875,sip3,3R,31772219,31775163,2944
FBgn0005632,faf,3R,31777020,31790681,13661
FBgn0027620,Acf,3R,31793981,31799799,5818
FBgn0039879,Ir100a,3R,31800963,31802774,1811
FBgn0039881,CG1971,3R,31805468,31806769,1301
FBgn0039882,Rift,3R,31806867,31810186,3319
FBgn0039877,Mccc1,3R,31790592,31793907,3315
FBgn0039876,CG2126,3R,31775049,31776652,1603
FBgn0003065,CG2150,3R,31763304,31764772,1468
FBgn0000150,awd,3R,31745172,31746077,905
FBgn0039867,CstF50,3R,31735503,31736963,1460
FBgn0039864,CG11550,3R,31678147,31679880,1733
FBgn0039859,Mnat9,3R,31615284,31616160,876
FBgn0039883,RhoGAP100F,3R,31812609,31846570,33961
FBgn0039886,CG2003,3R,31978121,31990909,12788
FBgn0002780,mod,3R,32052060,32054974,2914
FBgn0002645,Map205,3R,32055279,32068441,13162
FBgn0040206,krz,3R,32045314,32051993,6679
FBgn0011224,heph,3R,31846987,32015520,168533
FBgn0032956,Cul2,2L,21658735,21663698,4963
FBgn0051619,nolo,2L,21684106,21729051,44945
FBgn0032961,CG1416,2L,21758010,21761000,2990
FBgn0003866,tsh,2L,21828593,21837011,8418
FBgn0051612,CG31612,2L,21762314,21795447,33133
FBgn0032964,CG11630,2L,21782046,21784065,2019
FBgn0000559,eEF2,2L,21677913,21682164,4251
FBgn0032973,CG6675,2L,22108964,22110449,1485
FBgn0025674,CycK,2L,22124285,22130142,5857
FBgn0040519,CG15219,2L,22104891,22105512,621
FBgn0051601,CG31601,2L,22040727,22043877,3150
FBgn0032969,CG2528,2L,21974749,21992933,18184
FBgn0032981,CG3635,2L,22175415,22183991,8576
FBgn0042701,CR12628,2L,22226152,22226771,619
FBgn0032986,Nubpl,2L,22239916,22246988,7072
FBgn0032988,Tif-IA,2L,22249876,22258260,8384
FBgn0039972,Marf1,2L,22308755,22368796,60041
FBgn0032987,RpL21,2L,22247111,22247875,764
FBgn0032979,Clamp,2L,22165720,22169143,3423
FBgn0033050,Pngl,2R,6017739,6020695,2956
FBgn0033055,Tbce,2R,6042532,6044964,2432
FBgn0033058,CCHa2-R,2R,6050949,6068680,17731
FBgn0033060,CG7849,2R,6076910,6078088,1178
FBgn0033063,CG14589,2R,6137303,6138411,1108
FBgn0033065,Cyp6w1,2R,6173684,6176195,2511
FBgn0040502,CG8343,2R,6179726,6180356,630
FBgn0033069,eIF3f2,2R,6200853,6201956,1103
FBgn0050431,CG30431,2R,6202725,6205224,2499
FBgn0033074,tomboy40,2R,6225634,6226884,1250
FBgn0021847,Ttc7,2R,6209782,6214122,4340
FBgn0033072,CG17994,2R,6207219,6209468,2249
FBgn0050432,CG30432,2R,6197387,6198266,879
FBgn0033067,CG11211,2R,6180926,6181626,700
FBgn0011890,tRNA:Lys-CTT-1-5,2R,6171496,6171568,72
FBgn0000546,EcR,2R,6087873,6169087,81214
FBgn0011891,tRNA:Lys-CTT-1-1,2R,6142372,6142444,72
FBgn0033062,Ars2,2R,6080828,6085625,4797
FBgn0033061,SmydA-5,2R,6078641,6080572,1931
FBgn0033054,CG14591,2R,6036557,6040647,4090
FBgn0033052,SCAP,2R,6026273,6036388,10115
FBgn0033051,Strica,2R,6020311,6023144,2833
FBgn0000043,Act42A,2R,6013910,6015689,1779
FBgn0033048,CG7881,2R,5960275,5966856,6581
FBgn0027507,CG1344,2R,5653676,5656778,3102
FBgn0033031,CG8245,2R,5668383,5669986,1603
FBgn0033032,kune,2R,5671741,5672800,1059
FBgn0022288,l(2)09851,2R,5754517,5756327,1810
FBgn0033041,Or42a,2R,5791441,5792967,1526
FBgn0025693,ZnT41F,2R,5774776,5782858,8082
